,content
149,"판교에서 함께하는 코딩 테스트 준비 스터디입니다.현직 개발자가 운영하는 스터디이며, 자세한 위치는 인원 모집 후 정할 예정입니다.토론식, 자기 주도적 방식으로 스터디를 진행할 예정이오니 오프라인 스터디에 관심 있으신 분들은 많은 참여 부탁드립니다.스터디 목표즐겁게 서로 알려주면서 공부합시다.완독 못해도, 공부하면서 배움이 있다면 그걸로 OK 입니다. 스터디 대상코딩테스트를 준비하는 취준생 및 대학생 스터디 시작일2024년 1월 14일 스터디 방법토론식 스터디, 자기 주도적 스터디 진행 예정 모집 링크https://docs.google.com/forms/d/1JKqlZPg3qSXD--JYbrkomjnBHrnCe5vhKIo6WeqZ-qY/edit 모집 마감일2024년 1월 13일 보증금보증금 금액: 10,000원 보증금 규칙스터디 미참 10000원지각 5000원당일 벌금은 스터디원들 커피 & 다과 주의사항항상 타인을 존중하고 배려하는 마음을 가지기 일정 및 계획저는 P라서 계획같은 것은 세우지 않습니다.일단 첫주 차 때 진도를 정해보겠습니다.묘공단이란?묘공단은 골든래빗 도서를 완독하여 성장하는 스터디 프로그램입니다.묘공단에서는 스터디를 이끄는 단장과 함께 더 우수한 개발자가 되기 위해 모인 단원들과 서로를 응원하며 성장할 수 있습니다.좋은 개발자가 목표라면 혼자 공부하지 마세요. 묘공단에서 함께 하세요. 지금 묘공단은?・ 새로운 지식을 배우려는 세상의 모든 학생, 취준생, 직장인 개발자라면 누구나 참여할 수 있어요.・ 현재 108명이 참여, 13개 스터디가 종료/운영 중이며, 약 80%의 높은 완독 달성율을 기록하고 있어요.・ 동아리 활동, 취준생 모임, 이직 스터디 등 다양한 커뮤니티와 함께 하고 있어요. 묘공단 자세히 보기 ↗"
150,"안녕하세요.현재 저 포함 2명이서 기술 블로그 스터디를 진행하고 있습니다.주 목적은 다양한 지식 공유와 강제로라고 읽기 위함 ㅇ비니다.시작한지는 한달정도 되었고, 1분만 더 모집합니다. 요일 & 시간: 매주 월요일 오후 22시 ~ 23시모집인원: 1명주제: Java, Spring 기반 백엔드 관련 아티클진행방식온라인스터디 집중도를 위해 캠 켜고 합니다.관심 있는 아티클 리스트 등록(포스팅 혹은 영상)주마다 한분 씩 돌아가면서 아티클 선택30분씩 읽은 후 30분 토론 아래 링크로 연락 부탁 드립니다.읽어주셔셔 감사합니다. 모집 마감되었습니다."
151,"[개발 스터디 모집 내용 예시]스터디 주제 : 리액트 새로운 공식 문서 1회독예상 스터디 일정(횟수) : 주 1회, 종로, 오프라인, 약 2시간예상 커리큘럼 간략히챕터 순서대로 일주일에 한챕터씩 숙제 및 발표 준비를 해옵니다. 모임 때 본인이 맡은 파트를 발표하고 질문 및 토론을 할 예정입니다.숙제 본인 파트 정리해서 블로그 또는 깃헙에 올리기예제 코드 풀이를 블로그 또는 깃헙에 올리기발표준비선택사항 : 다른분들의 예제 코드 보고 리뷰해주기예상 모집인원 : 최대 6명스터디 소개와 개설 이유 모던 자바스크립트 딥다이브 1회독을 끝내고 그 스터디원 분과 이어서 리액트 공식문서 1회독을 진행하기로 했습니다. 인원이 많을 수록 빨리 읽을 수 있을 것 같아 인원 확장하려고 모집하게 되었습니다.스터디 관련 주의사항 스터디 참여율을 확인하기 위해 사전과제가 있습니다!불참, 숙제 미제출, 지각 시 벌금 있습니다! 스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) https://open.kakao.com/o/sNYLmqLf"
152,"소개안녕하세요 0 ~ 1년차 프론트엔드 개발자로 현재 2명이 스터디원으로 구성되어있습니다!2명보다는 4명이서 진행하는게 좋을 것 같아서 스터디원 분들을 모집하게 되었습니다.  🤔 진행 방식링크참조: 👉 함께 하면 좋을 분들!🎯 0~1년차 혹은 프론트엔드 취준생 분들! 🎯 가늘고 깊이있게 오래 함께 공부하실 분들!🎯 해당 스터디외에도 꾸준히 함께 공부하실 분들!✨ 아래 링크를 확인해주시고 문의사항은 내용 속에 오픈채팅방 링크 통해서 남겨주세요-> 링크를 통해 연락 시 (이름, 연차, 사는지역) 함께 보내주시면 감사하겠습니다.마감"
153,"나의 진짜 경제 공부, 프렙과 새해맞이 경제 공부 시작해요! 경제알못을 위한 초급 경제 용어, 매일 무료로 받아서 공부해요!어려운 용어만 가득한 경제뉴스를 쉽게 술술 읽는 그 날까지! 새해엔 경제고수가 되어보자! 경제 공부 책, 경제 공부 사이트 찾고 계신가요?막막한 경제 공부, 매일 오전 10시 프렙과 함께 기초부터 공부해보세요.기본 용어부터 실시간 경제 이슈까지 알기 쉽게 공부해요.시간과 장소 제약없이 카카오톡 메시지로 언제 어디서든 공부해봐요.2주마다 진행하는 경제영역 쪽지시험으로 리워드도 얻고 경제실력도 점검해요🌱 프렙 공식 홈페이지 둘러보기: https://documents.polarishare.io/prep 스터디에 지원할 수 있는 방법: https://open.kakao.com/o/gGjDyGGf(참여코드 prep2023 으로 얼른 참여하세요!)"
154,"2023년 09월 부터 진행한 자바 코딩 테스트 스터디 입니다. 저희는 온라인과 오프라인을 병행하는 방식으로 스터디를 진행하고 있습니다.이번에 인원도 빠지고, 2024년 신년 새로운 목표를 가지고 시작하고자 운영방식도 새로운 방식으로 도입했습니다. 같이 신년 목표를 세우고 으쌰으쌰 열심히 코딩 테스트를 공부할 스터디원을 모집합니다! 장소/시간장소 : 사당역시간 : 매주 토요일 10시 스터디 카페 장소 대여 진행 방식- 2달 주기로 기수제 운영. 6주(진행) - 2주(휴식)- 난이도 : 실버 5 ~ 골드 4- 온라인으로 목요일 까지 매주 2~3문제 풀고, 깃허브로 리뷰 및 피드백   - 온라인 문제 : 알고스팟(종만북)   - 종만북을 진행하지는 않습니다. 따로 보셔도되고 안보셔도 됩니다.- 오프라인으로 1~2문제 정도 문제 풀이 하고 리뷰 진행합니다.   - 오프라인 문제는 다른 플랫폼 문제를 오프라인 모임 날 선택해서 풉니다.   - 오프라인 문제 풀이 방식은 페어프로그래밍 방식으로 진행하나 변경될 수 있습니다.- 자세한 내용은 깃허브 주소를 참조해주세요. https://github.com/coding-test-java/docs    참고사항- 비용 발생 : 약 4,500원- 스터디 시작은 1월 13일 부터 시작합니다.오픈톡으로 연락 부탁드립니다~!연락 : https://open.kakao.com/o/sApMwH1f"
155,"안녕하세요!여러 스타트업에서 다양한 소프트웨어를 개발하다가 CTO까지 경험하고현재는 소프트웨어 교육 분야에서 꿈을 펼치고 있는 개발자입니다. 개발을 혼자 공부해오면서 정말 수많은 어려움을 겪었습니다.코딩 공부를 처음 시작할 때 무엇부터 공부해야 할 지 막막하기만 했었어요.비전공자였기 때문에 공부하다가 모르는 게 막혔을 때 물어볼 사람도 없었고,주변에 개발 공부하는 친구들이 별로 없어서 스터디나 프로젝트를 시작하기도 어려웠어요. 그래서 학교 커뮤니티에 글을 올려서 도움을 요청해보기도 하고,주변 지인이나 교수님을 찾아가서 조언을 구하기도 했습니다.정말 운이 좋게도 개발자로서의 꿈을 키워가면서 힘들었을 때나 도움이 필요할 때마다,정말 많은 분들이 진심으로 도와주시고 조언해주셨습니다. 제가 도움을 많이 받아왔던 것처럼다른 많은 사람들에게도 도움을 드리고자 멘토링을 꾸준히 해오고 있습니다.저보다 훨씬 개발을 잘하고 뛰어나신 분들도 많지만어려움을 겪고 있는 단 한 분에게라도 큰 도움을 드리기 위해 스터디를 진행하고자 합니다. 이 스터디에는 네카라쿠배 현직 개발자 멘토들이 참여합니다.현업 개발자의 경험을 공유받으실 수 있고, 취업을 위한 여러가지 꿀팁도 알려드릴 예정입니다.혼자 잘 사는 세상이 아닌, 더불어 같이 잘 사는 세상이 되었으면 좋겠습니다. [스터디 + 멘토링]많은 분들이 스터디를 구성하는 데 아래와 같은 어려움을 겪고 있다는 고충을 많이 들었어요 😭😭프로그래밍 공부를 처음 시작하려고 하는데, 어떻게 공부해야 할 지 막막한 경우스터디원을 모집하기가 어려운 경우스터디원이 다 같이 처음 공부하다보니 어떤 방향으로 공부해야 할 지 갈피를 못 잡는 경우스터디원이 NO-SHOW 하는 경우공부하다가 막혔을 때 물어볼 사람이 없어서 답답한 경우컴퓨터 공학과가 아니어서 프로그래밍 공부를 하는 데 어려움을 겪고 있는 경우정말 공부하고자 하는 의지가 강하고, 제대로 공부해보고 싶으신 분들을 위해 도움이 되도록 스터디를 기획해봤습니다! [스터디 구성]총 50여개의 실전 면접 질문을 주차별로 나눠서 제공해드립니다. (예시 답변 또한 공유드립니다. 💪🏼)이 면접 질문들을 바탕으로 일주일 동안 학습한후 스터디날에는 팀 단위 모의면접을 진행합니다. ( 면접은 최대한 편안한 분위기에서 진행되도록 가이드 드릴 예정이니 큰 부담 가지지 않으셔도 됩니다. 😀 )일주일동안 학습한 내용을 블로그로 정리해서 과제로 제출해야합니다.멘토와 함께 모의 면접을 진행하며 피드백을 받고 성장할 수 있습니다.모르는 질문에 대처하는 방법, 긴장이 돼서 머리가 하얘질때 대처법 등 면접관련 여러가지 팁들을 전달해드립니다.카톡방에 수시로 학습관련 질문을 자유롭게 해주시면 멘토가 답변해드립니다. [진행 방식]미션을 해결하기 위해 같이 고민할 수 있는 스터디 팀(3~4명)을 구성해드립니다.팀원들끼리 해결하지 못하거나 어려운 부분에 대해서 멘토의 도움을 받으실 수 있습니다.온라인(Zoom)을 통해 진행합니다.스터디 팀원들과 모의 면접을 통해 면접을 대비합니다.주기적으로 멘토가 각 팀을 돌면서, 실전 면접에 가깝게 면접을 진행합니다. 그러고 나서 질문을 받고 피드백을 진행합니다. [스터디 일정, 신청 방법, 스터디 규칙 등]모의면접으로 학습하는 CS 스터디 : https://jscode.notion.site/CS-e7a5eef418f24e83842b331803c34458?pvs=4 [모집 마감 기간]24년 1월 7일 23시 59분까지 모집합니다!(1:1 피드백을 최대한 많이 드리기 위해 일정 인원이 넘어가게 되면 조기 마감할 예정입니다) [Q&A]Q. 정말 실제 면접에 도움이 될까요?A. 이 스터디의 목적은 실제 개발자 면접에서 컴퓨터공학 관련 질문을 받았을때 잘 대답하도록 성장하는게 목표에요. 스터디에서 제공되는 실전 질문들을 기반으로 여러번 반복해서 모의면접을 진행할 예정이고, 멘토와 팀원들이 부족한 점은 보완을 하기위해, 잘하는 점은 더 극대화 하도록 피드백을 줄 것이기 때문에 스터디가 끝나면 면접을 이전보다 더 능숙하게 잘 하고 자신감도 얻으실 수 있을거에요.Q. 면접을 위한 공부 말고 개발자가 되기 위해 CS를 공부하고 싶은데, 이 클래스를 들어도 될까요?A. 면접관이 만족할만한 대답을 잘 말하기 위해서는 이론 지식에 대한 충분한 이해가 필요해요. 그래서 주차별로 꼼꼼하게 학습 하시게 될 예정입니다. 멘토가 공부 방법을 안내해드릴 예정이고, 스터디 진행 5주 동안 주말, 아침, 밤 언제든 학습 방향과 내용에 대해 질문 받을 예정이니, 최대한 도움 드릴 예정입니다. 💪🏼Q. 저는 대학교를 졸업하고 취업을 한 상태인데도 신청해도 괜찮을까요?A. 네 괜찮습니다~!! 개발자 면접대비를 위해 컴퓨터공학을 공부하려는 분들은 모두 참석 가능합니다. 😀 [Contact]궁금한 사항 있으시면 오픈 톡방 ( https://open.kakao.com/o/gcTwTzCf ) 에 들어오셔서 질문해주셔도 됩니다!"
156,"스터디 주제 : 데이터분석을 위한 SQL 연습스터디 목표 : 1월 각자 목표삼은 강의 진도 달성예상 스터디 일정(횟수) : 평일 오후 1시~4시, 주3회 필참운영방식: 디스코드 공부방에서 1시 출첵, 4시 공부 인증공부 중엔 캠 off 1시엔 마이크on하고 출첵, 4시에도 마이크on하고 공부한 것 간략하게 요약하는 방식입니다!예상 모집인원 : 4명 (❗첫 모임은 캠 켜고 필참이며, 2명 충원 중입니다!) 예상 커리큘럼 : 제가 완강 목표하는 강의는 <Do it SQL>, <데이터 분석 SQL Fundamentals>, <다양한 사례로 익히는 SQL 데이터 분석> 입니다! 스터디 소개와 개설 이유 : 데이터 분석 취업을 준비하는 비전공자 1인입니다. SQL 활용한 프로젝트 및 분석과제를 할 수 있도록 기본기를 다지려 합니다. 혼자 하니 흐지부지되어서 같이 으쌰으쌰할 동료들을 구합니다! 꾸준히 모티베이션 주고 받아보아요!  스터디 관련 주의사항 :스터디 운영은 처음인 초보라;) 벌금 등은 같이 정하려 합니다! 평일 오후 시간있는 재학생 휴학생 취준생 분들과 함께하고 싶습니닷 https://open.kakao.com/o/sSwaJ70f"
157,4가지 방향으로 생각하고 있습니다이코테 - 백준 같은 문제풀이 사이트가 없어서 흥미나 내 코드가 맞는지 알기 어려움barking dog 문제집매주 영역을 설정하여 개인별로 풀고 싶은 문제 가져오기벤치마킹하는 분 solved.ac 해결문제 보면서 풀어나가기6시 이후 양재역 부근 혹은 수원시 매탄동 쪽에서 오프라인 코테도 진행할 생각있습니다  https://open.kakao.com/o/gjnVfF1f로 접속해주세요
158,"안녕하세요.보유지식 : C#, JAVA, Kotlin, WPF, REST API 등맞춤형 과외를 진행해드리고 있습니다.입문자변수부터 시작하여 기초적인 부분부터 공부가 필요하신분효율적으로 개발공부 하고싶으신 분취업준비 : 코딩테스트, 기초사전지식, 이력서 작성 등포트폴리오 : 회사가 원하는 or 준비해야하는 준비물 등실무자회사업무를 진행하다 사수가 없어서 막힌부분을 해결하고 싶으신 분신속한 소스분석 / 정확한 구글링 방법등미래의 대한 준비 : 연차수에 맞는 개발능력이 맞는지, 물경력 타파이직준비 : 이력서 작성 및 준비사항 등 지원방법이름 / 나이 / 연락처 / 사는곳 / 직업 / 신청이유메일로 연락주세요.tutorings90@gmail.com"
159,"[개발 스터디 모집 내용 예시]스터디 주제 : 자바 스터디 스터디 목표 : '김영한의 자바 입문', '실전 자바-기본편'을 함께 수강하고자 합니다. 예상 스터디 일정(횟수) : 주 1-2회 (온라인)오프라인을 선호하실 경우, 오프라인도 좋아요. (수원, 화성, 용인 근방에 거주 중이라 근처시면 너무 좋을 것 같습니다.) 예상 커리큘럼 간략히 : 2월까지 해당 강의를 수강하는 것을 목표로 합니다. 스터디 시간에는 생성해온 문제 풀기, 발표, 모르는 부분 질의 응답 등으로 진행하고 싶습니다.자세한 커리큘럼은 모집 후, 스터디원들과 상의하여 결정하려고 합니다. 예상 모집인원 : 3명  스터디 소개와 개설 이유 : 자바를 제대로 모른 상태에서 스프링 프로젝트를 진행하였더니 기초가 많이 부족한 느낌이 들어 자바를 다시 공부하려고 하는데, 아무래도 혼자 공부하는 것보다는 함께 공부하는 것이 좋을 것 같아 스터디를 모집합니다! 추후 김영한님 강의를 통해 스프링 강의 스터디도 진행하면 좋을 것 같아요. 병행해도 좋구요! 실력에 상관없이 최대한 빠지지 않고, 열심히 하실 분들만 지원 부탁드립니다.https://open.kakao.com/o/sOUH0A1f"
160,"데이터 분석 or 코딩은 필수(할 수 있어야 함) 일뿐, 중요하지 않습니다. 투자를 꾸준히 하면서 스스로 가설이 생기신 분이 오셔야 많이 얻어가실 듯 합니다 스터디 소개알트 코인 불장이 반복적으로 온다고 가정아래를 y로 두고, 영향력이 높은 x변수를 찾기알트 코인 불장의 시작 지점불장이 시작하면 많이 오르는 알트 찾기당장 뭐 사야할지 찾는게 목표가 아닙니다. 평생에 걸쳐 반복되는 흐름속에서 좋은 투자를 하기 위해 시장을 이해하는 것이 목표기 때문에 매우 느리게 진행될 예정 (주 1회 모임) 모집인원 : 2명데이터 관련 직종 1~2명, 개발자 0~1명저는 비즈니스 분석가로 일했던 경력이 있습니다현재 2명 모임  모집 조건파이썬 사용자개발자 : 전반적인 코딩 구조 (아키텍쳐?) 정해주시고, API/ 크롤링으로 데이터 구축하실줄 아시는분데이터 직종 : 가설 수립 -> 검증 을 코드를 짜서 직접 해 보신 분모두 : 코인 or 재테크에 관심이 있고, 관련해서 공부해보신 적 있어야 함위 조건 관련된 자료를 공유해주시길 요청ex) 코인 공부할때 정리해둔 노션, 크롤링한 코드가 올라간 git 등 할일 기본 데이터 구축시장형성에 영향을 많이 미치는 거래소 목록을 정하고, API를 이용해 데이터를 받아 DB로 구축코드는 다 같이 나눠서 작업할 예정입니다코인 가격에 영향을 미치는 요소 찾기브레인 스토밍으로 가설 생성가설을 검증하기 위한 데이터를 얻을 수 있는 곳 조사분석 설계머신러닝을 이용해 설명력 확인 주의점가설 없이 데이터+알고리즘 조합만으로 패턴을 찾아내는 (비지도학습류의) 분석이 목표가 아님가설 & 검증 분석 위주가 될 것 같습니다. 지루할 수 있습니다.일반적인 스터디처럼 강의,책 진도를 나가는 것이 아닙니다. 적극적인 참여를 해야 원하는걸 얻어가실 수 있습니다 스터디 후 얻어가시는 것코인 데이터 DB가설 및 설명력 (코인 시장의 이해) 예상 모임기간3개월일정 기간 진행 후, 성과를 정리하고 방향성을 재정비하는 식으로 진행할 예정 예상 시작일모집 조건이 타이트하여, 지원자가 별로 없을 것으로 예상됨기간을 따로 두지 않고 4명이 모이면 연락드리겠습니다.개별적으로 만나서 원하는 것이 비슷한지 대화해보는 시간을 가질 수 있습니다  스터디 장점혼자 하기에는 너무 많은 분량의 일을 나눠하며 지치지 않고 꾸준히 할 수 있음저는 스터디를 하는게 의욕이 더 생기더라구요.시장에 대한 이해도가 높아지면, 투자할때 도움이 될 것   스터디 모임일매주 일요일 10:00~17:00 (12:00~13:00 점심)   모두가 모이지 못하는 날 (명절 등)에는 모임이 진행되지 않습니다 벌금예치금 : (예상 모임횟수*2만원, 매달 갱신)벌금결석 : 1회 모임당 2만원모임일 2일전에 얘기할 경우 결석으로 치지 않습니다.ex) 모임일이 1월13일 -> 1월 11일 오후 12시까지 얘기해주셔야 함페이백스터디 종료 시, (예치금-내 벌금+모인 벌금/남은스터디원) 을 나눠드림중도 포기 시, (예치금-내 벌금) 을 돌려드림  스터디 지원방법아래 구글 폼을 작성 후, 구글폼 설명에 써 있는 오픈 카톡으로 말을 걸어주세요구글 폼만 작성하고 말 안걸어주시는 분이 종종 있는데, 제가 연락할 방법이 없습니다https://forms.gle/C1rFHWH65CUr3LU79팀플에서 가장 중요한 것은 즐겁게 하는 것입니다.스스로에 대해 알 수 있도록 자세히 적어주세요!"
161,"스터디 주제 : Kotlin 스터디스터디 목표 : 매일 주기적으로 같이 공부하면서(Zoom) 서로 피드백과 도움을 주는 것이 목표예상 스터디 일정(횟수) : 가능한 모든 요일 아침 9시 or 10시에 Zoom에서 만나서 공부. 하루 종일 kotlin만 공부하는 것은 아니고, 틈틈히 cs나 코테 공부를 해도 좋습니다. (메인는 Kotlin)예상 커리큘럼 간략히 : 모이면 바로 진행예상 모집인원 : 4인(저 포함)스터디 소개와 개설 이유 : 혼자서 공부하면 낭비하는 시간이 많은데, 남과 같이 강제적으로 하면 더 시간을 효율적으로 보낼 수 있으므로 개설하게 되었습니다. 또한 여러가지 언어들을 배워봤는데 다들 깊게 배우기보다 수박 겉핥기 식으로 끝나버린 경우가 많아서 이번에 제대로 공부해보고 싶었습니다.스터디 관련 주의사항 : 1. 초보도 가능합니다. (저도 Kotlin 시작한지 얼마 안됐습니다.)2. 중도 포기 없고 끝까지 열정적으로 할 분만 모집합니다.3. 서로 도와주면서 이끌어 가 줄 수 있고 의욕이 넘치시는 분 모집합니다.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) :chlruddlf73@naver.com"
162,"스터디 목표코딩테스트 합격자 되기 책 읽고 합격해 보자! 스터디 대상코딩 테스트를 준비를 하고 계시거나 관심이 있으신 분! 스터디 시작일2024년 1월 10일 스터디 방법2주 1회 수요일 오후 4시오픈 채팅방 개설하고 수시로 이야기 할 수 있게 해볼 생각입니다. 모집 링크https://open.kakao.com/o/gREQvv1f 모집 마감일2024년 1월 9일 주의사항강의가 아니니 코드를 작성하고 고민할 시간이 어느 정도는 있어야 합니다. 일정 및 계획킥오프자기 소개스터디 방식 논의일정 리뷰총 16장을 2장 / 주의 페이스로 진행할 계획입니다.1주차 : 1, 2장2주차 : 3,4장3주차 : 5,6장...묘공단이란?묘공단은 골든래빗 도서를 완독하여 성장하는 스터디 프로그램입니다.묘공단에서는 스터디를 이끄는 단장과 함께 더 우수한 개발자가 되기 위해 모인 단원들과 서로를 응원하며 성장할 수 있습니다.좋은 개발자가 목표라면 혼자 공부하지 마세요. 묘공단에서 함께 하세요.지금 묘공단은?・ 새로운 지식을 배우려는 세상의 모든 학생, 취준생, 직장인 개발자라면 누구나 참여할 수 있어요.・ 현재 108명이 참여, 13개 스터디가 종료/운영 중이며, 약 80%의 높은 완독 달성율을 기록하고 있어요.・ 동아리 활동, 취준생 모임, 이직 스터디 등 다양한 커뮤니티와 함께 하고 있어요.묘공단 자세히 보기 ↗"
163,"스터디 목표'Tucker의 Go 언어 프로그래밍' 완독스터디 중에 사이드 프로젝트 하나 완성(e.g. 플러터와 고로 채팅 앱 만들기) 스터디 대상Go 도서 한 권을 완독하고 싶은 분.백엔드 찍먹 경험이 있는 분.프론트, 백 안 가리고 혼자서 잘 하는 분.취준생이거나 초보 개발자라 아직은 좀 더 얕은 물에서 안전하게 다양한 경험을 하고 싶은 분.터커님의 도서가 꽤 분량이 있습니다. 그래서 결코 스터디가 편하지 않을 것입니다.그럼에도 불구하고 반드시 완주할 각오가 되어 있는 분은 꼭 참여하셨으면 좋겠습니다.단원이 안전 수료할 수 있도록 단장이 책임지고 캐리하겠습니다. 스터디 시작일2024년 1월 21일 스터디 방법날짜를 정해 1주일에 한 번 구글 미트(미정) 등으로 모입니다.각 주에 2명을 정해 해당 인원이 정해진 분량을 공부해 발표합니다. (본인이 공부한 걸 다른 사람에게 가르쳐 주는 식으로)총 소요 시간은 1시간 이내가 될 것입니다. 모집 링크https://docs.google.com/forms/d/e/1FAIpQLSdJ0C8sQ44F_oBf5xYiptaUq5dM28Jvv6ZfuGZDgtu7oZPn7A/viewform?usp=sf_link 모집 마감일2024년 1월 21일 보증금 규칙10명 이상이 모이면 보증금 3만 원을 받겠으나 7명 선에서 모집 마감되면 보증금을 받지 않겠습니다. 주의사항책임감 없는 분, 예의 없는 분은 본 스터디와 맞지 않을 것 같습니다.단순하게, 책 내용을 잘 이해할 자신이 없다거나 내가 이걸 해낼 수 있을까 정도의 문제로 고민하는 분이라면 고민하지 말고 신청해 주세요.한 사람도 소홀히 하지 않고 멱살 잡고 캐리합니다. 일정 및 계획인원이 7명 이상 모이면 공지할 계획입니다.묘공단이란?묘공단은 골든래빗 도서를 완독하여 성장하는 스터디 프로그램입니다.묘공단에서는 스터디를 이끄는 단장과 함께 더 우수한 개발자가 되기 위해 모인 단원들과 서로를 응원하며 성장할 수 있습니다.좋은 개발자가 목표라면 혼자 공부하지 마세요. 묘공단에서 함께 하세요. 지금 묘공단은?・ 새로운 지식을 배우려는 세상의 모든 학생, 취준생, 직장인 개발자라면 누구나 참여할 수 있어요.・ 현재 108명이 참여, 13개 스터디가 종료/운영 중이며, 약 80%의 높은 완독 달성율을 기록하고 있어요.・ 동아리 활동, 취준생 모임, 이직 스터디 등 다양한 커뮤니티와 함께 하고 있어요.묘공단 자세히 보기 ↗"
164,"알고리즘 스터디 모집합니다. 알고리즘 스터디 모집합니다.취준생, 이직 준비 모두 환영합니다.인원은 총 6명으로 진행될 예정입니다.오프라인 스터디이고, 장소는 카톡방에서 협의할 예정이에요. (이전 오프라인 만남때는 고속터미널 역 부근에서 진행하였음.)언어는 상관 없습니다.백준 실버~골드 정도 수준 문제 진행할 예정입니다.열정적이고 적극적이신분 대환영! 관심있다면, 아래 오픈카톡 방 링크로 들어와주세요 ~.~ https://open.kakao.com/o/gGgLNt1f"
165,"안녕하세요..4년차 개발자이며 알고리즘 및 CS 면접 스터디 모집합니다.👩🏻💻 모집대상코테 준비 및 알고리즘 좋아하는 개발자, 이직 준비하는 분 등 모두 환영입니다~!알고리즘을 진행하고 있는데 꾸준히 습관 잡고 싶으신분! 🧳 진행방식언어: Java(필수는 아닙니다.)목표 난이도: 스터디를 통해 백준 골드까지 성장하는 것을 기대하고 있습니다!(저는 현재 실버입니당)해당 주차의 강의를 듣고 pt.3 문제를 풀고 리뷰하는 형식으로 생각하고 있습니다~!(github에 repository를 만들어서 관리 예정입니다.) 🏫 스터디 커리큘럼1주차 : OT 및 그리디 알고리즘 6문제 + CS 면접 대비2주차 : 구현 + CS 면접 대비3주차 : DFS/BFS + CS 면접 대비4주차 : 정렬 + CS 면접 대비5주차 : 이진 탐색 + CS 면접 대비6주차 : 다이나믹 프로그래밍 + CS 면접 대비7주차 : 최단 경로 + CS 면접 대비8주차 : 그래프 이론 및 스터디 정리 + CS 면접 대비그 이후: 알고리즘 꾸준히 풀면서 CS 면접 대비 진행📅 진행일정(중요)모집 : 1월 3일(수) 구글폼 오픈!(최대 4명 모집예정)스터디 기간 : 최대한 오래하는 걸 원합니다.스터디 시간 및 장소 : 매주 토요일 오전 10~13시나 10시~12시 30분 / 국립중앙도서관 세미나실모집링크 :  https://docs.google.com/forms/d/e/1FAIpQLScXYQDKIQ79lPdPa_pBVl11mIgS9Xb9zbOqiEkjlKvgup9pKg/viewform?usp=sf_link"
166,"스터디 방식매주 한 기술 스택을 선택하여 깊이 있게 공부를 해와서, 이에 대한 면접 대비 질문과 답변을 준비합니다.e.g. react.js → react.js를 사용하는 이유는 무엇인가요? react hooks가 무엇인가요? 등질문은 최소 7개 이상 준비해야 합니다.준비한 질문과 답변은 github repository에 전날 자정까지 PR을 업로드합니다.폴더 구조는 (기술스택)/(이름)/질문.md 입니다.매주 정해진 요일 및 시간에 스터디원이 게더타운에 모여 한 명이 면접자, 나머지가 면접관 역할을 하여 준비해온 기술스택에 대한 질문을 합니다.준비해온 질문 뿐 아니라, 더 깊이 있는 질문을 해도 좋습니다.답변을 못한 내용 + 함께 이야기를 나누면 좋겠는 주제를 적습니다.스터디 규칙면접의 분위기에 익숙해지기 위해 캠과 마이크를 켭니다.보증금 30,000원으로 시작합니다.기술스택에 대한 조사를 전 날 자정까지 업로드 안할 시 벌금 5,000원입니다.불가피한 사유 외 결석 시 벌금 10,000원입니다.지각 시 벌금 3,000원입니다.보증금 0원이 남을 경우 퇴출입니다.중도 이탈 시 보증금 반환은 없습니다.4주가 지났을 때 남은 인원끼리 남은 보증금을 1/n 배분합니다.전 주 일요일까지 다음 주 안될 경우 미리 말씀하여 날짜 및 시간 조정 가능합니다.커리큘럼을 바탕으로 기술 스택을 선정하되, 스터디원들의 기술스택에 따라 수정될 수 있습니다.커리큘럼javascriptreact.jsnext.jsreact-query스터디 대상“프론트엔드 개발자”로 취업을 준비중인 사람“깊이 있는” 기술 면접 스터디를 하고 싶은 사람위 커리큘럼의 기술스택을 사용해본 경험이 있는 사람열정을 가지고 참여할 사람시간 및 기간1/8부터 4주간 진행합니다.온라인 회의는 화요일 21시에 진행합니다.PR업로드 기한은 월요일 자정입니다.보증금 적지 않고, 규칙 또한 빡셉니다. 정말로 열심히 할 의지가 있으신 분들만 신청해주세요 !제가 전에 운영했던 혹은 운영 중인 스터디입니다.javascript 코딩테스트Frontend CS 스터디CS 스터디질문은 아래 카카오톡 오픈채팅방으로 해주세요.https://open.kakao.com/o/soRZPq1f신청서는 아래 구글폼을 작성해주세요.https://forms.gle/oAqs7ViPufHzZL5c6"
